Unnamed: 0,product_id,game_name,price,link,description
71,71,Control...,£14.99,https://www.simplygames.com//p/control-ps4,"DescriptionExclusive Extras (for PS4 only):•	Rare Service Weapon Mod•	Rare Player Mod•	Astral Dive Suit•	The Explorer Theme•	The Black Rock Quarry ThemeAfter a secretive agency in New York is invaded by an otherworldly threat, you become the new Director struggling to regain Control.From developer Remedy Entertainment, this supernatural 3rd person action-adventure will challenge you to master the combination of supernatural abilities, modifiable loadouts and reactive environments while fighting through a deep and unpredictable world.Control is Jesse Faden’s story and her personal search for answers as she grows into the role of the Director. The world of Control has its own story, as do the allies Jesse meets along the way. Jesse works with other Bureau agents and discovers strange experiments and secrets.Features:•	World Within a Location: Explore diverse environments and shifting architecture in a deep unpredictable world, set within a sprawling New York building.•	Flexible and Supernatural Combat System: Define your playstyle by integrating supernatural abilities, upgrades, and modifiable loadouts.•	Reactive Environments: Harness dynamic environmental destruction for exciting combat possibilities and master complex rituals to alter your surroundings.•	Reality Meets the Unexplainable: Dive into a dark and brutalist-inspired world where daily reality has been corrupted by an otherworldly force."
